rank,model,feature,importance,raw_value,importance_type
82,Logistic Regression,Age Group_45-54,0.19509919727010352,0.19509919727010352,absolute_logistic_coefficient
83,Logistic Regression,Sex_M,0.18147885194782637,-0.18147885194782637,absolute_logistic_coefficient
84,Logistic Regression,LGA_Ukwa West,0.17810944802844617,0.17810944802844617,absolute_logistic_coefficient
85,Logistic Regression,LGA_Ezinihitte,0.16044565417562956,-0.16044565417562956,absolute_logistic_coefficient
86,Logistic Regression,LGA_Obi Ngwa,0.1596029959004997,-0.1596029959004997,absolute_logistic_coefficient
87,Logistic Regression,LGA_Umuahia South,0.15440802222826291,-0.15440802222826291,absolute_logistic_coefficient
88,Logistic Regression,Last Regimen_ABC+3TC+EFV,0.1401381030834665,-0.1401381030834665,absolute_logistic_coefficient
89,Logistic Regression,Last Regimen_AZT-3TC-ABC,0.14002375297517275,0.14002375297517275,absolute_logistic_coefficient
90,Logistic Regression,LGA_Uzo Uwani,0.1381975692355203,-0.1381975692355203,absolute_logistic_coefficient
91,Logistic Regression,Viral Load Category_Unknown,0.13428364351451225,0.13428364351451225,absolute_logistic_coefficient
92,Logistic Regression,Last Regimen_TDF-FTC-DTG,0.13374764958558022,0.13374764958558022,absolute_logistic_coefficient
93,Logistic Regression,LGA_Obowo,0.13035024602996023,-0.13035024602996023,absolute_logistic_coefficient
94,Logistic Regression,Is Elderly,0.1299886230774452,0.1299886230774452,absolute_logistic_coefficient
95,Logistic Regression,Last Regimen_AZT+3TC+NVP,0.12686200529633235,0.12686200529633235,absolute_logistic_coefficient
96,Logistic Regression,Is Adult,0.1069719459240589,-0.1069719459240589,absolute_logistic_coefficient
97,Logistic Regression,Age Group_15-24,0.10412908926558745,-0.10412908926558745,absolute_logistic_coefficient
98,Logistic Regression,LGA_aboh mbaise,0.09971544456726103,-0.09971544456726103,absolute_logistic_coefficient
99,Logistic Regression,LGA_Ideato North,0.08739625822299099,0.08739625822299099,absolute_logistic_coefficient
100,Logistic Regression,Last Regimen_ABC-3TC-LPV/r,0.08524336825012235,0.08524336825012235,absolute_logistic_coefficient
101,Logistic Regression,Patient Transferred In_True,0.08473472132346882,0.08473472132346882,absolute_logistic_coefficient
102,Logistic Regression,LGA_Bende,0.07091552478705862,0.07091552478705862,absolute_logistic_coefficient
103,Logistic Regression,ART Initiation Age Group_Adult,0.059378546670421285,-0.059378546670421285,absolute_logistic_coefficient
104,Logistic Regression,LGA_Umuahia North,0.05501763383340578,0.05501763383340578,absolute_logistic_coefficient
105,Logistic Regression,Age Group_25-34,0.05245053672074321,-0.05245053672074321,absolute_logistic_coefficient
106,Logistic Regression,Age Group_65+,0.051793251834641806,0.051793251834641806,absolute_logistic_coefficient
107,Logistic Regression,Missing Viral Load,0.04777325891140037,0.04777325891140037,absolute_logistic_coefficient
108,Logistic Regression,Last Regimen_TDF+3TC+NVP,0.04269846687046543,-0.04269846687046543,absolute_logistic_coefficient
109,Logistic Regression,Age Group_35-44,0.03926752773234909,-0.03926752773234909,absolute_logistic_coefficient
110,Logistic Regression,Last Regimen_TDF+3TC+LPV/r,0.027608874501976684,-0.027608874501976684,absolute_logistic_coefficient
111,Logistic Regression,Last Regimen_AZT-3TC-EFV,0.02146462899422303,0.02146462899422303,absolute_logistic_coefficient
112,Logistic Regression,LGA_Ohafia,0.009442408604594953,-0.009442408604594953,absolute_logistic_coefficient
113,Logistic Regression,Last Regimen_AZT-3TC-DTG,0.009357390404798643,0.009357390404798643,absolute_logistic_coefficient
114,Logistic Regression,LGA_Isuikwuato,0.009124179726884089,-0.009124179726884089,absolute_logistic_coefficient
115,Logistic Regression,Last Regimen_D4T-3TC-EFV,0.0071574801181220294,0.0071574801181220294,absolute_logistic_coefficient
116,Logistic Regression,Last Regimen_ABC-3TC-EFV,0.0052319866902510405,0.0052319866902510405,absolute_logistic_coefficient
117,Logistic Regression,Last Regimen_AZT+3TC+ABC,0.0038318965598941627,-0.0038318965598941627,absolute_logistic_coefficient
118,Logistic Regression,Is Child,0.0023998139148251035,0.0023998139148251035,absolute_logistic_coefficient
119,Logistic Regression,Last Regimen_TDF-FTC-NVP,0.002021809461695923,0.002021809461695923,absolute_logistic_coefficient
120,Logistic Regression,Last Regimen_AZT+3TC+LPV/r,0.0020013267517817097,-0.0020013267517817097,absolute_logistic_coefficient
121,Logistic Regression,Current Viral Load,0.0015009034865419216,-0.0015009034865419216,absolute_logistic_coefficient
122,Logistic Regression,Last Regimen_ABC-3TC-ddi,0.0014364913492830042,0.0014364913492830042,absolute_logistic_coefficient
123,Logistic Regression,Last Regimen_TDF-FTC-LPV/r,0.00102581938699869,0.00102581938699869,absolute_logistic_coefficient
124,Logistic Regression,Last Regimen_AZT-TDF-NVP,0.000989654599139577,0.000989654599139577,absolute_logistic_coefficient
125,Logistic Regression,Last Regimen_d4T+3TC+NVP,0.0008254700267316585,0.0008254700267316585,absolute_logistic_coefficient
126,Logistic Regression,Last Regimen_ABC+3TC+LPV/r,0.0006858928383853052,-0.0006858928383853052,absolute_logistic_coefficient
127,Logistic Regression,Last Regimen_TDF+FTC+EFV,0.0004860912774321261,0.0004860912774321261,absolute_logistic_coefficient
128,Logistic Regression,Last Regimen_ABC-3TC-TDF,0.00046965131434005645,0.00046965131434005645,absolute_logistic_coefficient
129,Logistic Regression,Last Regimen_AZT-TDF-3TC-LPV/r,0.00030411705542523446,0.00030411705542523446,absolute_logistic_coefficient
130,Logistic Regression,Last Regimen_d4T-3TC-LPV/r,0.0002463608675382681,0.0002463608675382681,absolute_logistic_coefficient
131,Logistic Regression,Last Regimen_TDF-FTC-ATV/r,0.00021808617025047172,0.00021808617025047172,absolute_logistic_coefficient
132,Logistic Regression,Last Regimen_D4T+3TC+EFV,0.0001983689461400967,0.0001983689461400967,absolute_logistic_coefficient
133,Logistic Regression,Last Regimen_TDF+FTC+LPV/r,0.00010864688918015236,0.00010864688918015236,absolute_logistic_coefficient
134,Logistic Regression,Last Regimen_AZT+3TC+EFV,7.953785088273662e-05,7.953785088273662e-05,absolute_logistic_coefficient
135,Logistic Regression,Last Regimen_DDI-3TC-EFV,3.678406812659035e-05,3.678406812659035e-05,absolute_logistic_coefficient
136,Logistic Regression,Last Regimen_ABC-DDI-LPV/r,3.0061998424788154e-05,3.0061998424788154e-05,absolute_logistic_coefficient
137,Logistic Regression,Last Regimen_ABC-FTC-EFV,8.851971542088877e-06,8.851971542088877e-06,absolute_logistic_coefficient
138,Logistic Regression,Last Regimen_TDF+FTC+NVP,2.48763821004051e-06,2.48763821004051e-06,absolute_logistic_coefficient
139,Logistic Regression,Last Regimen_ABC+3TC+NVP,1.784491343553763e-06,1.784491343553763e-06,absolute_logistic_coefficient
140,Logistic Regression,Current Status Q3 (90 Days),0.0,0.0,absolute_logistic_coefficient
141,Logistic Regression,Current Status Q3 (28 Days),0.0,0.0,absolute_logistic_coefficient
